ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
902,896,,64,,,Empúries,"Empúries, Spain",3.12,42.13,1,,possibly or probably a baptistery,"Ampurias (Emporion) {Gerona}, Sta. Margarita (im Westen der Römerstadt); Phase: 1",,,"Ampurias, Emporion",Spain,Gerona,,,,6 (?),500,599,6,550,6,n,c,Sta. Margarita (in the west of the Roman city),Margarita,In,inside the church,,,,open,open,,,square,,,,,,,,,,,,,,,,,"Palol 1967, 154, Fig. 52 [Pisc.]",,,,
903,897,,64,,,Empúries,"Empúries, Spain",3.12,42.13,1,,possibly or probably a baptistery,"Ampurias (Emporion) {Gerona}, Sta. Margarita (im Westen der Römerstadt); Phase: 2",,,"Ampurias, Emporion",Spain,Gerona,,,,fma,500,999,10,750,8,,c,Sta. Margarita (in the west of the Roman city),Margarita,In,inside the church,,,,open,open,,,octogon,,,,,,,,,,,,,,,,,"Palol 1967, 154, Fig. 52 [Pisc.]",,,,
904,898,,,,,Mérida,"Mérida, Spain",-7.85,39.12,1,,possibly or probably a baptistery,"Mérida (Emerita Augusta) {Badajoz}, im Arch. Mus.",,Emerita Augusta,Mérida,Spain,Badajoz,,,,fma,500,999,10,750,8,,,In Arch. Mus.,,,,,,,,,,,rectangle,,,,,,,,y,,,26,,,,,,"Iturgaiz 1971, 541 (Abb.)",,,,
905,899,,,,,San Juan de Baños,"San Juan de Baños, Spain",-4.47,41.92,1,,possibly or probably a baptistery,San Juan de Baños {Palencia},,,San Juan de Baños,Spain,Palencia,,,,"7 (?, 661-MA)",661,1099,11,880,9,n,,,,,,,,,,,,,round,,,,,,,,,,,42,,,,,,,,,,
906,900,,,,,Torre Aguila,"Torre Aguila, Spain",-5.75,37.05,1,,possibly or probably a baptistery,"Torre Aguila (b. Barbaño-Montijo) {Badajoz}, Zone B, 3",Barbaño-Montijo,,Torre Aguila,Spain,Badajoz,,,,5/6,400,599,6,500,6,,,"Zone B, 3",,,octogon,,,niches,"S, E, SE","S, E",,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Germán Rodríguez Martín 1988, 210 (Abb.)",,,,
907,901,,,100,,Sunki Tinu,"Sunki Tinu, Sudan",,,4,,possibly or probably a baptistery,Sunki Tinu (Sonqi Tino) {Nubien},,,"Sunki Tinu, Sonqi Tino",Sudan,,,Nubia,,MA (9),800,899,9,850,9,,,,,SE,rectangle,,,,"N, W","N, W",S,,,,,,,,,,,,,,,,,,,"Godlewski 1979, 132, fig. 98",,,,
908,902,20,,,,Babišqa,"Babišqa, Syria",,,4,,possibly or probably a baptistery,"Babišqa (Babiška/b. Baude/Dj. Bariša), O-Kirche","Baude, Dj. Bariša",,"Babišqa, Babiška",Syria,,,,,520 (um),495,544,6,520,6,,c,eastern church,,SE,rectangle,,,,"N, S, W",W,,,,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
909,903,19,,,,Baqirha,"Baqirha, Syria",36.66,36.21,1,,possibly or probably a baptistery,"Baqirha (Bakirha/b. Dj. Bariša), W-Kirche ",Dj. Bariša,,"Baqirha, Bakirha",Syria,,,,,504 (um),479,528,6,504,6,,c,western church,,SE,square,,,,"N, W",,,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Dufaӱ 1988, Pl. VII; XVI,2",,,,
910,904,17,,,,Bettir,"Bettir, Syria",,,4,,possibly or probably a baptistery,Bettir (el-Bettir/b. Dj. Bariša),Dj. Bariša,,"Bettir, el-Bettir",Syria,,,,,6,500,599,6,550,6,,,,,SE,rectangle,,,,N,N,,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Leclercq in: DACL II (1910) Sp. 437, fig. 1340; Dufaӱ 1988, Pl. VI",,,,
911,905,,70,,,Bkhara,"Bkhara, Syria",38.24,34.57,2,Palmyra,possibly or probably a baptistery,Bkhara (südöstl. Palmyra),Palmyra,,Bkhara,Syria,,,,,6,500,599,6,550,6,,,,,S,,,,,,,SE,,unknown,,,,,,,,,,,,,,,,,,,,,
912,906,67,,,,Brād,"Brād, Syria",36.90,36.39,2,"Symeon Stylites starší (Sim'án) 15,2 km",possibly or probably a baptistery,"Brād (b. Dj. Sim'ān), Kathedrale (Julianos-Kirche)",Dj. Sim'ān,,Brād,Syria,,,,,4,300,399,4,350,4,,c,Cathedral (Julianos Church),Julianos,N,rectangle,,,,S,S,E,M,round,,,,,,(?),,,,,,,,,,,,,,,
913,907,25,,,,Dar Qīta,"Dar Qīta, Syria",36.57,36.13,2,Barisha,possibly or probably a baptistery,"Dar Qīta (Dār Kīta/b. Dj. Bariša), St. Sergios (537)",Dj. Bariša,,"Dar Qīta, Dār Kīta",Syria,,,,,566/567,566,567,6,567,6,,c,St. Sergios,Sergios,SE ,rectangle,,,,W,,E,,unknown,,,,,,,,,,,,,,,,,"Leclercq in: DACL II (1910) Sp. 437, fig. 1348; Dufaӱ 1988, Pl. III,1",,,church from 537,
914,908,,81,,,Dashmishli,"Dashmishli, Syria",,,4,,possibly or probably a baptistery,Dashmishli,,,Dashmishli,Syria,,,,,fma,500,999,10,750,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,909,,,,,Dibsï Faraj,"Dibsï Faraj, Syria",38.23,35.92,1,,possibly or probably a baptistery,"Dibsï Faraj (b. Resafa), auf der Zitadelle",Resafa,,Dibsï Faraj,Syria,,,,,4/5,300,499,5,400,5,,,On the citadel,,NE,rectangle,,,,"S, W","S, W",E,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Doncel-Voûte 1988, 70, Fig. 40",,,,
916,910,18,,,,Fidreh,"Fidreh, Syria",36.90,36.39,2,"Symeon Stylites starší (Sim'án) 15,2 km",possibly or probably a baptistery,Fidreh (zw. Dj. Halakah und Dj. Sim'an/Sheikh Barakhat),"Dj. Halakah, Dj. Sim'an, Sheikh Barakhat",,Fidreh,Syria,,,,,513,513,513,6,513,6,,,,,SE,rectangle,,,,"N, W",,,,,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
917,911,29,,,,Rb'ea,"Rb'ea, Syria",,,4,,possibly or probably a baptistery,Rb'ea (Rhea/Rbei'a/Rbe'ah/b. Dj. Riha),Dj. Riha,,"Rb'ea, Rhea, Rbei'a, Rbe'ah",Syria,,,,,6 (5?),400,599,6,500,6,n,,,,SE,rectangle,,,,"N, W",N,S,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Leclercq in: DACL II (1910) Sp. 488, fig. 1350; Lassus 1947, 222, Fig. 93",,,,
918,912,,,,,Alacahisar,"Alacahisar, Turkey",30.50,38.37,2,Karabel,possibly or probably a baptistery,Alacahisar (b. Karabel) {Lycia},Karabel,,Alacahisar,Turkey,,,,Lycia,6,500,599,6,550,6,,,,,NE,rectangle,,,,"S, W",W,E,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Harrison 1963, 137, Fig. 14; Delvoye in: RbK I (1966) Sp. 481, Abb. 8",,,,
919,913,109,,,,Binbirkilise,"Binbirkilise, Turkey",33.14,37.44,1,,possibly or probably a baptistery,"Binbirkilise (Binbirkilissé/Madenşehir) {Isauria}, Kirche Nr. 6",,Madenşehir,"Binbirkilise, Binbirkilissé",Turkey,,,,Isauria,7/8 (?),600,799,8,700,8,n,c,church Nr. 6,,W,,,,,,,,,unknown,,,,,,,,,,,,,,,,,"Ramsay/Bell 1909, 70, fig. 30",,,,
920,914,118,,,,Diyarbakır,"Diyarbakır, Turkey",40.23,37.91,1,,possibly or probably a baptistery,"Diyarbakır (Amida/Diayarbékir) {Diyarbakır/Mesopotamia}, Marienkirche",,,"Diyarbakır, Amida, Diayarbékir",Turkey,Diyarbakır,,,Mesopotamia,6 (1. H.),500,549,6,525,6,,c,Church of the Virgin Mary,Mary,M,trefoil,,,,open,inside the church,E,M,round,octogon,,,,,,,,1,,,,,,y,6,,,,,
921,915,,,,,Eski Kara Hissar,"Eski Kara Hissar, Turkey",30.55,38.53,2,Synnada,possibly or probably a baptistery,Eski Kara Hissar (b. ant. Synnada) {Phrygia},Synnada,,Eski Kara Hissar,Turkey,,,,Phrygia,fma,500,999,10,750,8,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,
922,916,,100,,,Küçükçekmece,"Küçükçekmece, Turkey",28.78,41.00,1,,possibly or probably a baptistery,"Küçükçekmece (Rhegion) {İstanbul/Europa}, Akropolis",,Rhegion,Küçükçekmece,Turkey,"İstanbul, Europe",,,,5/6,400,599,6,500,6,,,Akropolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,917,,,,,Meryemlik,"Meryemlik, Turkey",33.93,36.36,1,,possibly or probably a baptistery,"Meryemlik (Meriamlik/Aya Tekla) {İçel/Cilicia}, Theklabasilika",,Aya Tekla,"Meryemlik, Meriamlik",Turkey,İçel,,,Cilicia,fma,500,999,10,750,8,,c,Theklabasilika,Thekla,NE,rectangle,,,,W,"W, E",,NE,rectangle,,,,,,,,,,,60,,,,,,"Herzfeld/Guyer 1930, 39, Abb. 39",,,,
924,918,116,,,,Milet,"Milet, Turkey",27.28,37.51,1,,possibly or probably a baptistery,"Milet {Aydın/Caria}, Große Kirche (Asklepieion)",,,Milet,Turkey,Aydın,,,Caria,6 (vor Mitte),500,549,6,525,6,,c,Great church (Asklepieion),Asklepieion,NW,square,,,stepped,"N, E, W","N, E, W, S",,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Wiegand 1908, 30, Fig. 14",,,,
925,919,"119, 137",,,,Nusaybin,"Nusaybin, Turkey",41.22,37.07,1,,possibly or probably a baptistery,"Nusaybin (Nisibis/Nisībīn) {Mesopotamia}, Mār Ya'qūb",,,"Nusaybin, Nisibis, Nisībīn",Turkey,,,,Mesopotamia,359-6,359,599,6,479,5,,,Mār Ya'qūb,,S,square,,,,"N, S, W","W, E",E,SW,octogon,,,,,,pier,,,,,,,,,,,"Kretschmar 1970, 204, Fig. 2; Falla Castelfranchi 1980, Fig. 9; Bell 1982, 71, Fig. 46",,,,
926,920,,,,,Silifke,"Silifke, Turkey",34.00,36.51,1,,possibly or probably a baptistery,Silifke {İçel/Cilicia},,,Silifke,Turkey,İçel,,,Cilicia,fma,500,999,10,750,8,,,,,,,,,,,,,,cross,round,,,,,,,y,1,,45,,60,,,,,,,,
927,921,247,,,,Bir Ftouha,"Bir Ftouha, Tunisia",10.33,36.87,2,Karthago,possibly or probably a baptistery,Bir Ftouha (b. Karthago),Karthago,,Bir Ftouha,Tunisia,,,,,4-6 (?),300,599,6,450,5,n,,,,,,,,,,,,,octogon,,,,,,,,,2,,115,,,,,,,,,,
928,922,,84,,,el-Alia,"el-Alia, Tunisia",10.04,37.17,1,,possibly or probably a baptistery,"el-Alia, Demeure (römische villa)",,Demeure,el-Alia,Tunisia,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,Demeure (Roman villa),,,,,,,,,,,round,,,,,,,,,,,,,,,,,,,,,
929,923,260,,,,Henchir Chgarnia,"Henchir Chgarnia, Tunisia",10.40,36.17,1,Chgarnia,possibly or probably a baptistery,Henchir Chgarnia (Up(p)enna/Henchir Chigarnia/Henchir Fraga); Phase: 1,,,"Henchir Chgarnia, Upenna, Uppenna, Henchir Chigarnia, Henchir Fraga",Tunisia,,,,,430,430,430,5,430,5,,,,,NE,rectangle,,,,"S, 2 E, W","S, 2 E, W",,S,rectangle,,,,,,,1,,3,,75,,,,,,"Gauckler 1913, 21 (Abb.); Duval, Sbeitla II (1973) 91ff., Fig. 44f.",,Ristow Tafel 31a,,
930,924,250,,,,Carthage,"Carthage, Tunisia",10.33,36.87,1,,possibly or probably a baptistery,"Karthago (b. Tunis), Damous el-Karita (Rotonde souterraine/Hagiasma (?) westlich des Kirchenkomplex Damous el-Karita)",Tunis,,Karthago,Tunisia,,,,,5,400,499,5,450,5,,,Damous el-Karita (Rotonde souterraine / Hagiasma (?) West of the church complex Damous el-Karita),,S,hexagon,round,,hexadekakonchos,"E, W","E, W",,M,round,,,,,,,,,1,,,,,,,,"Duval 1972, 1109, Fig. 16",,,,
931,925,,129,,,Sidi Ahmed Bou Farès,"Sidi Ahmed Bou Farès, Tunisia",10.02,37.11,1,,possibly or probably a baptistery,Sidi Ahmed Bou Farès (Membrone?),,Membrone,Sidi Ahmed Bou Farès,Tunisia,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,,,,,,,,,,octogon,,,,,,,,,,,,,,,y,4,,,,,
932,926,,,"104, 129",,Sidi Bou Ali,"Sidi Bou Ali, Tunisia",10.41,35.97,1,,possibly or probably a baptistery,Sidi Bou Ali (Ulisippira/11 km nordwestl. Sousse),"Ulisippira, Sousse",,Sidi Bou Ali,Tunisia,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,
933,927,,,,,Gorsium-Herculia,"Gorsium-Herculia, Hungary",18.41,47.08,2,Tác,possibly or probably a baptistery,"Gorsium-Herculia (b. Tác), Basilica Maior",Tác,,Gorsium-Herculia,Hungary,,,,,5 (Anfang),400,424,5,412,5,,c,Basilica Maior,,NE,polygon,,,(?),,,,SW,rectangle,,,,,,,,,,,87,,,,,,"Fitz 1972, 12, Fig. 6; Fitz 1980, 7, Abb. 2",,,,
934,928,49,,,,Emmaus Nicopolis,"Emmaus Nicopolis, West Jordan",34.99,31.84,1,,possibly or probably a baptistery,Amwas (Emmaus/Emmaüs/Nicopolis) {Palaestina I}; Phase: 1,,Nicopolis,"Amwas, Emmaus, Emmaüs",West Jordan,,,,Palaestina Prima,3/4,200,399,4,300,4,,,,,NE,semicircle,,,,NW,N,SSE,SSE,cross,,,,,,(?),,,,,150,,,,,,"Ben Pechat 1986 III, Pl. 59ff.; 65 [Pisc.]",,,https://cs.wikipedia.org/wiki/Emauzy_(biblick%C3%A9_m%C3%ADsto),
935,929,,82,,,Der 'Arabi,"Der 'Arabi, West Jordan",35.27,30.24,3,Vádí el-Araba,possibly or probably a baptistery,"Der 'Arabi (Deir el-'Arabi/bei El-'Abud/im östl. Samaria) {Palaestina I}, Klosterkomplex ","El-'Abud, Samaria",,"Der 'Arabi, Deir el-'Arabi",West Jordan,,,,Palaestina Prima,6 (justinianisch),527,565,6,546,6,,,Monastery complex,,N,,,,,,,,,round,,,,,,,,y,,,82,,110,y,,,"Schneider 1933, 158, Fig. 5 [Pisc.]; Ben Peshat 1990, 516, Fig. 19a",,,,
936,930,,,,,Khallat ed-Danabīya,"Khallat ed-Danabīya, West Jordan",35.30,31.70,2,Wüste von Judäa,possibly or probably a baptistery,"Khallat ed-Danabīya (nördl. Wüste von Judäa im Wadi el-Makkuk/Wadi es-Sik) {Palaestina I}, Klosterkirche (Höhlenkirche)","Northern desert of Judea in Wadi el-Makkuk, Wadi es-Sik",,Khallat ed-Danabīya,West Jordan,,,,Palaestina Prima,4-6,300,599,6,450,5,,c,Church of the Holy Spirit (cave church),Holy Spirit,SE,rectangle,,,,,,,,rectangle,,,,,,,,,,,,,,,,,"Goldfus 1990, 234, Fig. 10",,,,
937,931,,,,,Khirbet Abu Hof,"Khirbet Abu Hof, West Jordan",34.79,31.25,2,Beersheba,possibly or probably a baptistery,Khirbet Abu Hof (20 km nordöstl. Beersheba) {Palaestina I},Beersheba,,Khirbet Abu Hof,West Jordan,,,,Palaestina Prima,fma,500,999,10,750,8,,,,,E,rectangle,,,(?),,,,,round,,,,,,,,,,,28,,,y,,,,,,,
938,932,,,,,Wadi Qelt,"Wadi Qelt, West Jordan",35.41,31.84,1,,possibly or probably a baptistery,"Wadi el-Kelt (Wadi Qelt) {Palaestina I}, Theotokoskloster von Choziba",,,"Wadi el-Kelt, Wadi Qelt",West Jordan,,,,Palaestina Prima,5/6 (?),400,599,6,500,6,n,,Theotokokloster of Choziba,Theotokos,,,,,,,,,,round,square,,,,,,,y,,,36,,80,,,,"Schneider 1931, 314, Fig. 2 [Pisc.]",,,,
939,933,,,,,Kourion,"Kourion, Cyprus",32.89,34.66,1,,possibly or probably a baptistery,"Kourion (Curium) [Κούριον], Kirche II (B)",,,"Kourion, Curium, Κούριον",Cyprus,,,,,5-7,400,699,7,550,6,,c,church II (B),,N,rectangle,,,,,,,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Pallas 1977, 274, Fig. 90",,,,
940,934,,,,,Paphos,"Paphos, Cyprus",32.42,34.77,1,,possibly or probably a baptistery,"Paphos (Ktima-Paphos) [Κτῆμα], Chryvallos (Shryvallos)",,"Chryvallos, Shryvallos","Paphos, Ktima-Paphos, [Κτῆμα",Cyprus,,,,,5-7,400,699,7,550,6,,,,,N,rectangle,,,irregular,,,E,E,cross,,,,,,(?),,,,,,,,,,,,,,,
941,935,,,"96, 99",,Aswān,"Aswān, Egypt",32.90,24.09,1,,doubtful or mistaken,"Aswān (Assuan/Asouan), Dair Anba Hadra",,,"Aswān, Assuan, Asouan",Egypt,,,,,MA (10-13),900,1299,13,1100,12,,c,Dair Anba Hadra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,936,58,,97,,Al Bahnasā,"Al Bahnasā, Egypt",30.66,28.54,1,,doubtful or mistaken,Behnesa (Bahnasa/Oxyrhynchos/Pre-med-jed/Pendje),"Pre-med-jed, Pendje",Oxyrhynchos,"Behnesa, Bahnasa",Egypt,,,,,3/4,200,399,4,300,4,,,,,N,square,,,,"N, S, W","N, S",E,M,round,,,,,,,,,1,,,,,,,,"Severin 1981, 305, Fig. 2",,,,
943,937,14,,96,,Dair Abū Hīnnis,"Dair Abū Hīnnis, Egypt",30.90,27.79,1,,doubtful or mistaken,"Dair Abū Hīnnis (Antinoe/El-Deir/Deir Ab(o)u Hennis/Dêr Abou Hennīs), ""Johanneskloster"" (5. J.)",,,"Dair Abū Hīnnis, Antinoe, El-Deir, Deir Abu Hennis, Deir Abou Hennis, Dêr Abou Hennīs",Egypt,,,,,neuzeitlich,unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,c,Johannes monastery,John,SE,rectangle,,,,"N, W","N, W",,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Clarke 1912, 183, Pl. 55",,,monastery from 5-th century; daiting from modern times,
944,938,10,,,,Dandarā,"Dandarā, Egypt",32.66,26.17,1,,doubtful or mistaken,Dandarā (Tentyris/Tentore/Dende(a)ra),,,"Dandarā,Tentyris, Tentore, Dendera, Dendeara",Egypt,,,,,5 (Ende),475,499,5,487,5,,,,,W,square,,,,"N, S, E",,,,,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
945,939,,,,,Elephantine,"Elephantine, Egypt",32.89,24.09,1,,doubtful or mistaken,"Elephantine (Lêb), Kirche im Chnumtempelhof",,,"Elephantine, Lêb",Egypt,,,,,fma,500,999,10,750,8,,c,Church in Chnum temple courtyard,,NE,rectangle,,,,N,,,,,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
946,940,,,100,,Kalābishah,"Kalābishah, Egypt",32.87,23.55,1,,doubtful or mistaken,"Kalābša (Kalabsha/Talmis) {Nubien}, im Mandulistempel",,Talmis,"Kalābša, Kalabsha",Egypt,,,Nubia,,römisch-6-8,200,799,8,500,6,,c,In the Mandulis temple,,SE,rectangle,,,,W,W,E,,,,,,,,There is no Piscina found.,,,,,,,,,,,"Godlewski 1979, 91, fig. 42; Godlewski 1982, 136ff., fig. 1ff.",,,,
947,941,,81,97,,Naqadā,"Naqadā, Egypt",32.73,25.90,1,,doubtful or mistaken,"Naqadā (Nakādah), Dair al-Mağma (Dair el-Megma/S-Kirche)",,,"Naqadā, Nakādah",Egypt,,,,,fma,500,999,10,750,8,,c,"Dair al-Mağma, Dair el-Megma, southern church",,,,,,,,,,,,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
948,942,50,,98,,Saqqāra,"Saqqāra, Egypt",31.22,29.87,1,,doubtful or mistaken,"Saqqāra (Saqqarah/Sakkara), Jeremiaskloster (Hauptkirche)",,,"Saqqāra, Saqqarah, Sakkara",Egypt,,,,,6/7 (?),500,699,7,600,7,n,c,Jeremias Monastery (main church),Jeremias,SE,rectangle,,,,S,S,,,round,,,,,,There is no Piscina found.,,,,,,,,,,,,,,,
949,943,,,100,,Šilāl,"Šilāl, Egypt",31.28,30.37,3,Izbat as Sallal,doubtful or mistaken,"Šilāl (Shellal) {Nubien}, Große Basilika (vollständing zerstört)",,,"Šilāl, Shellal",Egypt,,,Nubia,,MA (?),500,1099,11,800,9,n,c,Great Basilica (complete destroyed),,,,,,,,,,,round,,,,,,,,,,,,,,,,,,,,,
950,944,,,"104, 129",,Beni Fouda,"Beni Fouda, Algeria",5.61,36.29,1,,doubtful or mistaken,Beni Fouda (Sillegue/Novar/zwischen Djemila und Sétif,"Djemila, Sétif",,"Beni Fouda, Sillegue, Novar",Algeria,,,,,6 (?),500,599,6,550,6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,945,264,,,,Chlef,"Chlef, Algeria",1.34,36.17,1,,doubtful or mistaken,"el-Asnam (Chlef/Orléansville/Castellum Tingitanum/al-Asnam), Kathedrale? (324)",,Castellum Tidditanorum,"el-Asnam, Chlef, Orléansville, al-Asnam",Algeria,,,,,5,400,499,5,450,5,,c,cathedral?,,W,inside the church,,,,open,open,W,W,,,,,,,,,,2,,,,,,,,"Duval, Sbeitla II (1973) 3, Fig. 2",,,cathedral from 324,
952,946,237,,,,Henchir Guesseria,"Henchir Guesseria, Algeria",6.47,35.63,2,Chemmora,doubtful or mistaken,"Henchir Guesseria (nördl. Chemmora), Kirche 1",Chemmora,,Henchir Guesseria,Algeria,,,,,5/6,400,599,6,500,6,,c,church 1,,NE,rectangle,,,,S,,E,,,,,,,,,,,,,,,,,,,"Gui/Duval/Caillet 1992, CIX,1",,,,
953,947,,,,,Henchir Steffan,"Henchir Steffan, Algeria",6.47,35.63,2,Chemmora,doubtful or mistaken,"Henchir Steffan (b. Henchir Guesseria), Kirche 1",Henchir Guesseria,,Henchir Steffan,Algeria,,,,,(?),unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,c,church 1,,,,,,,,,,,unknown,,,,,,(?),,,,,,,,,,,,,,,
954,948,,,,,Tiddis,"Tiddis, Algeria",6.48,36.46,1,,doubtful or mistaken,Tiddis (El Kheneg/Ksantina el Kedima/Castellum Tidditanorum),,Castellum Tidditanorum,"Tiddis, El Kheneg, Ksantina el Kedima",Algeria,,,,,römisch-fma (?),200,999,10,600,7,n,,,,,,,,,,,,,,,,,,,,,,3,,,,,,y,4,"Berthiér 1951, Beil. [7]",,,,
955,949,,136,,,Timgad,"Timgad, Algeria",6.47,35.49,1,,doubtful or mistaken,"Timgad (Thamugadi), in der byzantinischen Befestigung (S)",,,"Timgad, Thamugadi",Algeria,,,,,539/540,539,540,6,540,6,,,In the Byzantine fortification,,NE,rectangle,,,,"S, W","S, W",,,square,,,,,,,,,,,,,,,,,"Gui/Duval/Caillet 1992, XXXIVf.",,,,
956,950,,136,,,Timgad,"Timgad, Algeria",6.47,35.49,1,,doubtful or mistaken,"Timgad (Thamugadi), Kleine N-Thermen - Kapelle in den Bädem",,,"Timgad, Thamugadi",Algeria,,,,,römisch-fma,200,999,10,600,7,n,c,Small northern Thermae Chapel in the Baths,,,,,,,,,,,,,,,,,(?),,,,,,,,,,,,,,,
957,951,124,,,,Garni,"Garni, Armenia",44.73,40.12,1,,doubtful or mistaken,"Garni, Geghard-Kloster, Quellheiligtum",,,Garni,Armenia,,,,,MA (?-12),500,1199,12,850,9,n,c,"Geghard Monastery, Source Shrine","Gerhard, Quellheiligtum",N,inside the church,,,,open,inside the church,N,N,semicircle,,,,,,,,,,,,,,,,,,,,,
958,952,99,,,,Yererouk,"Yererouk, Armenia",43.61,40.44,1,,doubtful or mistaken,Yereruk (Erer(o)uk),,,"Yereruk, Ereruk, Ererouk",Armenia,,,,,5/6,400,599,6,500,6,,,,,NW,rectangle,,,,"S, S",,E,,,,,,,,,,,,,,,,,,,"Sch'afer 1978, 64 (Abb.)",,,https://en.wikipedia.org/wiki/Yererouk,
959,953,,,,,Varosluk,"Varosluk, Bosnia-Herzegovina",17.55,44.24,1,,doubtful or mistaken,Varosluk,,,Varosluk,Bosnia-Herzegovina,,,,,fma,500,999,10,750,8,,,,,SE,rectangle,,,,"N, W",,,,,,,,,,,,,,,,,,,,,,,,,
960,954,147,,,,Brani Pole,"Brani Pole, Bulgaria",24.75,42.08,1,,doubtful or mistaken,Brani Pole (b. Plovdiv/Philippopolis) [Брани Поле],Plovdiv,Philippopolis,"Brani Pole, Брани Поле",Bulgaria,,,,,6,500,599,6,550,6,,,,,SW,rectangle,,,,N,N,E,,,,,,,,,,,,,,,,,,,"Caneva-Decevska 1976, 309, Ris. 6c",,,,
961,955,,,,,Isperichovo,"Isperichovo, Bulgaria",24.43,42.08,1,"Pazardjik 17,1 km",doubtful or mistaken,"Isperichovo-Klisse Tepe (Aïdenevo/20 km südl. Pazardjik) [Исперхово], Kloster (4./5. Jh.); Phase: 1","Aïdenevo, Pazardjik",,"Isperichovo-Klisse Tepe, Исперхово",Bulgaria,,,,,4/5,300,499,5,400,5,,c,monastery,,SE,rectangle,,,,"N, W",W,,E,,,,,,,,,,,,,,,,,,"Hodinott 1975, 297, Fig. 84",,,,
962,956,,,,,Komatevo,"Komatevo, Bulgaria",24.70,42.10,1,,doubtful or mistaken,Komatevo (7 km südl. Plovdiv) [Коматево],Plovdiv,,"Komatevo, Коматево",Bulgaria,,,,,5 (?),400,499,5,450,5,n,,,,SW,rectangle,,,,,,,,,,,,,,,,,,,,,,,,,"Hodinott 1975, 292, Fig. 82",,,,
963,957,,,,,Reka Devnja,"Reka Devnja, Bulgaria",27.60,43.22,1,,doubtful or mistaken,Reka Devnja (Marcianopolis) [Река Девня],,Marcianopolis,"Reka Devnja, Река Девня",Bulgaria,,,,,6,500,599,6,550,6,,,,,,rectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,958,150,,,,Srednogorié-Pirdop,"Srednogorié-Pirdop, Bulgaria",24.13,42.72,3,Srednogorie,doubtful or mistaken,"Srednogorié-Pirdop (b. Sofia) [Пирдоп], Elenska Kirche (Eliaskloster/Basilika der Hirschen)",Sofia,,"Srednogorié-Pirdop, Пирдоп",Bulgaria,,,,,5/6 (Anfang 6),400,524,6,462,5,,c,Elenska church (Elias monastery / basilica of the Hirschen),Elias,SW,square,,,,N,N,E,,,,,,,,,,,,,,,,,,,"Hodinott 1975, 282, Fig. 78; Caneva-Decevska 1976, 307, Ris. 3a; Pillinger 1985, 283, Fig. 6; Caneva-Decevska in: ACA 11, 2501, Fig. 5a",,,,
